Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,CLEAN_DESC,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,STANDARDIZED_DIMENSIONS,STAGE1_STATUS
543340898,"4x4-43"" Black Alum Post Sleeve Select Alum Railing w/Cap & Skirt",TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"4x4-43"" Black Alum Post Sleeve Select Alum Railing w/Cap & Skirt",Boise Cascade Building Materials,Boise Cascade Building Materials,543340898,"4 in x 4-43"" Black Alum Post Sleeve Select Alum Railing w/Cap & Skirt",NORMALIZED
73272TBK,6x6-10' Black Alum Deco - Support Post,DSI Westbury,-- No Unilog Brand --,-- No DIB Brand --,Palmer Donavin Mfg Company (PALDO),6x6-10' Black Alum Deco - Support Post,Palmer Donavin Mfg Company,Palmer Donavin Mfg Company,73272TBK,6 in x 6-10' Black Alum Deco - Support Post,NORMALIZED
543302127,6' Wh Select T-Rail Kit Stair - w/Sq Composite Balusters,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),6' Wh Select T-Rail Kit Stair - w/Sq Composite Balusters,U S Lumber,U S Lumber,543302127,6' Wh Select T-Rail Kit Stair - w/Sq Composite Balusters,NORMALIZED
543302147,8' Wh Select T-Rail Kit Stair - w/Sq Composite Balusters,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),8' Wh Select T-Rail Kit Stair - w/Sq Composite Balusters,U S Lumber,U S Lumber,543302147,8' Wh Select T-Rail Kit Stair - w/Sq Composite Balusters,NORMALIZED
73019599,Finyline Wh 6' Str Rail Kit Sq,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,Finyline Wh 6' Str Rail Kit Sq,Unknown Manufacturer,Unknown Brand,73019599,Finyline Wh 6' Str Rail Kit Sq,NORMALIZED
73019648,Finyline Wh 8' Str Rail Kit Sq,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,Finyline Wh 8' Str Rail Kit Sq,Unknown Manufacturer,Unknown Brand,73019648,Finyline Wh 8' Str Rail Kit Sq,NORMALIZED
73019598,Finyline Wh 6' Str Rail Kit Rd - w/Black Alum Balusters,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,Finyline Wh 6' Str Rail Kit Rd - w/Black Alum Balusters,Unknown Manufacturer,Unknown Brand,73019598,Finyline Wh 6' Str Rail Kit Rd - w/Black Alum Balusters,NORMALIZED
73019647,Finyline Wh 8' Str Rail Kit Rd - w/Black Alum Balusters,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,Finyline Wh 8' Str Rail Kit Rd - w/Black Alum Balusters,Unknown Manufacturer,Unknown Brand,73019647,Finyline Wh 8' Str Rail Kit Rd - w/Black Alum Balusters,NORMALIZED
543300257,6' Black Select Classic Stair - Rail w/Rnd Black Alum Baluster,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),6' Black Select Classic Stair - Rail w/Rnd Black Alum Baluster,Boise Cascade Building Materials,Boise Cascade Building Materials,543300257,6' Black Select Classic Stair - Rail w/Rnd Black Alum Baluster,NORMALIZED
543300277,8' Black Select Classic Stair - Rail w/Rnd Black Alum Baluster,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),8' Black Select Classic Stair - Rail w/Rnd Black Alum Baluster,Boise Cascade Building Materials,Boise Cascade Building Materials,543300277,8' Black Select Classic Stair - Rail w/Rnd Black Alum Baluster,NORMALIZED
SPB-44BPL,"Patriot 4""x4""x37""/43"" Adjustable Self Leveling Support Post",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,"Patriot 4""x4""x37""/43"" Adjustable Self Leveling Support Post",Unknown Manufacturer,Unknown Brand,SPB-44BPL,"Patriot 4 in x 4 in x 37""/43"" Adjustable Self Leveling Support Post",NORMALIZED
925219,"2""x50' Deck Joist Tape - Protecto Wrap",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Palmer Donavin Mfg Company (PALDO),"2""x50' Deck Joist Tape - Protecto Wrap",Palmer Donavin Mfg Company,Palmer Donavin Mfg Company,925219,2 in x 50' Deck Joist Tape - Protecto Wrap,NORMALIZED
27233,24x48 WH Attic Access Door,AJM,-- No Unilog Brand --,-- No DIB Brand --,A J Manufacturing Inc (AJMAN),24x48 WH Attic Access Door,"Leviton Manufacturing Co., Inc.",Leviton®,27233,24 in x 48 WH Attic Access Door,NORMALIZED
1517602,6068R Gliding Patio Dr 4500 United Blk Ext/WH Int LowE Arg w/J,United Window & Door,-- No Unilog Brand --,-- No DIB Brand --,United Window & Door Manufacturing (UNIWI),6068R Gliding Patio Dr 4500 United Blk Ext/WH Int LowE Arg w/J,United Window & Door Manufacturing,United Window & Door Manufacturing,1517602,6068R Gliding Patio Dr 4500 United Blk E x t/WH Int LowE Arg w/J,NORMALIZED
1517603,6068L Gliding Patio Dr 4500 United Blk Ext/WH Int LowE Arg w/J,United Window & Door,-- No Unilog Brand --,-- No DIB Brand --,United Window & Door Manufacturing (UNIWI),6068L Gliding Patio Dr 4500 United Blk Ext/WH Int LowE Arg w/J,United Window & Door Manufacturing,United Window & Door Manufacturing,1517603,6068L Gliding Patio Dr 4500 United Blk E x t/WH Int LowE Arg w/J,NORMALIZED
1517604,6068L Gliding Patio Dr 4500 United White LowE Arg w/J,United Window & Door,-- No Unilog Brand --,-- No DIB Brand --,United Window & Door Manufacturing (UNIWI),6068L Gliding Patio Dr 4500 United White LowE Arg w/J,United Window & Door Manufacturing,United Window & Door Manufacturing,1517604,6068L Gliding Patio Dr 4500 United White LowE Arg w/J,NORMALIZED
1517605,6068R Gliding Patio Dr 4500 United White LowE Arg w/J,United Window & Door,-- No Unilog Brand --,-- No DIB Brand --,United Window & Door Manufacturing (UNIWI),6068R Gliding Patio Dr 4500 United White LowE Arg w/J,United Window & Door Manufacturing,United Window & Door Manufacturing,1517605,6068R Gliding Patio Dr 4500 United White LowE Arg w/J,NORMALIZED
FS C01 2004S,"FS C01 Velux Fxd Skylt Gry/Wh - w/Solar Shade RO 21""x26-7/8""",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Velux America Inc (VELAM),"FS C01 Velux Fxd Skylt Gry/Wh - w/Solar Shade RO 21""x26-7/8""",Velux America Inc,Velux America Inc,FS C01 2004S,FS C01 Velu x F x d Skylt Gry/Wh - w/Solar Shade RO 21 in x 26-7/8 in,NORMALIZED
FS C04 2004S,"FS C04 Velux Fxd Skylt Gry/Wh - w/Solar Shade RO 21""x37-7/8""",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Velux America Inc (VELAM),"FS C04 Velux Fxd Skylt Gry/Wh - w/Solar Shade RO 21""x37-7/8""",Velux America Inc,Velux America Inc,FS C04 2004S,FS C04 Velu x F x d Skylt Gry/Wh - w/Solar Shade RO 21 in x 37-7/8 in,NORMALIZED
FS C06 2004S,"FS C06 Velux Fxd Skylt Gry/Wh - w/Solar Shade RO 21""x45-7/8""",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Velux America Inc (VELAM),"FS C06 Velux Fxd Skylt Gry/Wh - w/Solar Shade RO 21""x45-7/8""",Velux America Inc,Velux America Inc,FS C06 2004S,FS C06 Velu x F x d Skylt Gry/Wh - w/Solar Shade RO 21 in x 45-7/8 in,NORMALIZED
1501831,31.5x14.75 Bsmt ecoLitePlus WH - Hopper DLA w/Screen,PROVIA,-- No Unilog Brand --,-- No DIB Brand --,ProVia (PRODO),31.5x14.75 Bsmt ecoLitePlus WH - Hopper DLA w/Screen,ProVia,ProVia,1501831,31.5 in x 14.75 Bsmt ecoLitePlus WH - Hopper DLA w/Screen,NORMALIZED
1501832,31.5x22.75 Bsmt ecoLitePlus WH - Hopper DLA w/Screen,PROVIA,-- No Unilog Brand --,-- No DIB Brand --,ProVia (PRODO),31.5x22.75 Bsmt ecoLitePlus WH - Hopper DLA w/Screen,ProVia,ProVia,1501832,31.5 in x 22.75 Bsmt ecoLitePlus WH - Hopper DLA w/Screen,NORMALIZED
1515974,3030 Slider 3900 United Black WH Int LowE-2 w/Half Scrn w/J,United Window & Door,-- No Unilog Brand --,-- No DIB Brand --,-,3030 Slider 3900 United Black WH Int LowE-2 w/Half Scrn w/J,Unknown Manufacturer,Unknown Brand,1515974,3030 Slider 3900 United Black WH Int LowE-2 w/Half Scrn w/J,NORMALIZED
640383,"1/2"" 54""x10 Drywall Easi-Lite",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Certainteed Gypsum (2765),"1/2"" 54""x10 Drywall Easi-Lite",Certainteed Gypsum,Certainteed Gypsum,640383,"1/2"" 54 in x 10 Drywall Easi-Lite",NORMALIZED
653258,"5/8"" 4x9 Drywall Firelite",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Certainteed Gypsum (2765),"5/8"" 4x9 Drywall Firelite",Certainteed Gypsum,Certainteed Gypsum,653258,"5/8"" 4 x 9 Drywall Firelite",NORMALIZED
413S-DBA-36,"413S 36"" Alum Threshold DBZ",HAGER,-- No Unilog Brand --,-- No DIB Brand --,Hager Hinge Co (4189),"413S 36"" Alum Threshold DBZ",Hager Hinge Co,Hager Hinge Co,413S-DBA-36,"413S 36"" Alum Threshold DBZ",NORMALIZED
413S-DBA-72,"413S 72"" Alum Threshold DBZ",HAGER,-- No Unilog Brand --,-- No DIB Brand --,Hager Hinge Co (4189),"413S 72"" Alum Threshold DBZ",Hager Hinge Co,Hager Hinge Co,413S-DBA-72,"413S 72"" Alum Threshold DBZ",NORMALIZED
1511506,4'x65' Zip Rainscreen,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Huber Eng Wood LLC (3158),4'x65' Zip Rainscreen,Huber Eng Wood LLC,Huber Eng Wood LLC,1511506,4 ft x 65' Zip Rainscreen,NORMALIZED
1513577,1x8-12' Doug Fir STK Smooth 1S2E,COMMODITY - UNBRANDED,-- No Unilog Brand --,-- No DIB Brand --,Westwood Lumber Sales (WESLU),1x8-12' Doug Fir STK Smooth 1S2E,Westwood Lumber Sales,Westwood Lumber Sales,1513577,1 in x 8-12' Doug Fir STK Smooth 1S2E,NORMALIZED
1513578,1x8-16' Doug Fir STK Smooth 1S2E,COMMODITY - UNBRANDED,-- No Unilog Brand --,-- No DIB Brand --,Westwood Lumber Sales (WESLU),1x8-16' Doug Fir STK Smooth 1S2E,Westwood Lumber Sales,Westwood Lumber Sales,1513578,1 in x 8-16' Doug Fir STK Smooth 1S2E,NORMALIZED
1513579,1x12-12 'Doug Fir STK Smooth 1S2E,COMMODITY - UNBRANDED,-- No Unilog Brand --,-- No DIB Brand --,Westwood Lumber Sales (WESLU),1x12-12 'Doug Fir STK Smooth 1S2E,Westwood Lumber Sales,Westwood Lumber Sales,1513579,1 in x 12-12 'Doug Fir STK Smooth 1S2E,NORMALIZED
1513580,1x12-16' Doug Fir STK Smooth 1S2E,COMMODITY - UNBRANDED,-- No Unilog Brand --,-- No DIB Brand --,Westwood Lumber Sales (WESLU),1x12-16' Doug Fir STK Smooth 1S2E,Westwood Lumber Sales,Westwood Lumber Sales,1513580,1 in x 12-16' Doug Fir STK Smooth 1S2E,NORMALIZED
1501767,"3/4"" 4x8T&G Huber Blue PlusOSB - Sub Floor",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,"3/4"" 4x8T&G Huber Blue PlusOSB - Sub Floor",Unknown Manufacturer,Unknown Brand,1501767,"3/4"" 4 x 8T&G Huber Blue PlusOSB - Sub Floor",NORMALIZED
PP-8BL,8' Premier Rib XL Black,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Premier Metals (PREME),8' Premier Rib XL Black,Premier Metals,Premier Metals,PP-8BL,8' Premier Rib x L Black,NORMALIZED
PP-10BL,10' Premier Rib XL Black,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Premier Metals (PREME),10' Premier Rib XL Black,Premier Metals,Premier Metals,PP-10BL,10' Premier Rib x L Black,NORMALIZED
PP-12BL,12' Premier Rib XL Black,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Premier Metals (PREME),12' Premier Rib XL Black,Premier Metals,Premier Metals,PP-12BL,12' Premier Rib x L Black,NORMALIZED
PP-8CH,8' Premier Rib XL Charcoal,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Premier Metals (PREME),8' Premier Rib XL Charcoal,Premier Metals,Premier Metals,PP-8CH,8' Premier Rib x L Charcoal,NORMALIZED
PP-10CH,10' Premier Rib XL Charcoal,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Premier Metals (PREME),10' Premier Rib XL Charcoal,Premier Metals,Premier Metals,PP-10CH,10' Premier Rib x L Charcoal,NORMALIZED
PP-12CH,12' Premier Rib XL Charcoal,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Premier Metals (PREME),12' Premier Rib XL Charcoal,Premier Metals,Premier Metals,PP-12CH,12' Premier Rib x L Charcoal,NORMALIZED
PP-8WH,8' Premier Rib XL White,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Premier Metals (PREME),8' Premier Rib XL White,Premier Metals,Premier Metals,PP-8WH,8' Premier Rib x L White,NORMALIZED
PP-10WH,10' Premier Rib XL White,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Premier Metals (PREME),10' Premier Rib XL White,Premier Metals,Premier Metals,PP-10WH,10' Premier Rib x L White,NORMALIZED
1504345,OC Duration TruDef Wburg Gray (BDL),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Palmer Donavin Mfg Company (PALDO),OC Duration TruDef Wburg Gray (BDL),Palmer Donavin Mfg Company,Palmer Donavin Mfg Company,1504345,OC Duration TruDef Wburg Gray (BDL),NORMALIZED
2733,3'x65' Henry Eaveguard - Ice Guard,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Palmer Donavin Mfg Company (PALDO),3'x65' Henry Eaveguard - Ice Guard,Palmer Donavin Mfg Company,Palmer Donavin Mfg Company,2733,3 ft x 65' Henry Eaveguard - Ice Guard,NORMALIZED
7547,Ice Guard OC Weathr Lk Mat 2sq,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,Ice Guard OC Weathr Lk Mat 2sq,Unknown Manufacturer,Unknown Brand,7547,Ice Guard OC Weathr Lk Mat 2sq,NORMALIZED
8912220,"7-1/4""x12' Hardie Sdg Smooth - Primed HardiePlank",JAMESHARDIE,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),"7-1/4""x12' Hardie Sdg Smooth - Primed HardiePlank",Boise Cascade Building Materials,Boise Cascade Building Materials,8912220,7-1/4 in x 12' Hardie Sdg Smooth - Primed HardiePlank,NORMALIZED
8904015,4'x10' HardiePanel Smooth - Primed,JAMESHARDIE,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),4'x10' HardiePanel Smooth - Primed,Boise Cascade Building Materials,Boise Cascade Building Materials,8904015,4 ft x 10' HardiePanel Smooth - Primed,NORMALIZED
25796,"6""x16' Smart Lap Sdg Cedar",LP SMARTSIDE,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"6""x16' Smart Lap Sdg Cedar",U S Lumber,U S Lumber,25796,6 in x 16' Smart Lap Sdg Cedar,NORMALIZED
40503,"3/8"" 16""x16' Smart Pan Cedar - No-Groove Sq Edge B&B",LP SMARTSIDE,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"3/8"" 16""x16' Smart Pan Cedar - No-Groove Sq Edge B&B",U S Lumber,U S Lumber,40503,"3/8"" 16 in x 16' Smart Pan Cedar - No-Groove Sq Edge B&B",NORMALIZED
25825,"3/8"" 4x10 Smart Pan Cedar - No-Groove w/Shiplap Edges",LP SMARTSIDE,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"3/8"" 4x10 Smart Pan Cedar - No-Groove w/Shiplap Edges",U S Lumber,U S Lumber,25825,"3/8"" 4 x 10 Smart Pan Cedar - No-Groove w/Shiplap Edges",NORMALIZED
25822,"3/8"" 12""x16' Smart Vented Soff - Cedar Soffit",LP SMARTSIDE,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),"3/8"" 12""x16' Smart Vented Soff - Cedar Soffit",U S Lumber,U S Lumber,25822,"3/8"" 12 in x 16' Smart Vented Soff - Cedar Soffit",NORMALIZED
543650101,Black Alum ADA Wall Mount Trex,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Black Alum ADA Wall Mount Trex,Boise Cascade Building Materials,Boise Cascade Building Materials,543650101,Black Alum ADA Wall Mount Tre x ,NORMALIZED
543650010,Black Alum ADA Int End Cap - Trex,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),Black Alum ADA Int End Cap - Trex,Boise Cascade Building Materials,Boise Cascade Building Materials,543650010,Black Alum ADA Int End Cap - Tre x ,NORMALIZED
543650048,8' Black Alum ADA Rail Trex,TREX,-- No Unilog Brand --,-- No DIB Brand --,Boise Cascade Building Materials (BOICA),8' Black Alum ADA Rail Trex,Boise Cascade Building Materials,Boise Cascade Building Materials,543650048,8' Black Alum ADA Rail Tre x ,NORMALIZED
1506969,"1-1/2"" 4x8 Huber Zip R6.6 - Insulated R-Sheathing",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,"1-1/2"" 4x8 Huber Zip R6.6 - Insulated R-Sheathing",Unknown Manufacturer,Unknown Brand,1506969,"1-1/2"" 4 x 8 Huber Zip R6.6 - Insulated R-Sheathing",NORMALIZED
1514681,"1"" 4x8 Huber Zip R3.6 - Insulated R-Sheathing",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,"1"" 4x8 Huber Zip R3.6 - Insulated R-Sheathing",Unknown Manufacturer,Unknown Brand,1514681,"1"" 4 x 8 Huber Zip R3.6 - Insulated R-Sheathing",NORMALIZED
1514726,"2"" 4x8 Huber Zip R9.6 - Insulated R-Sheathing",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,-,"2"" 4x8 Huber Zip R9.6 - Insulated R-Sheathing",Unknown Manufacturer,Unknown Brand,1514726,"2"" 4 x 8 Huber Zip R9.6 - Insulated R-Sheathing",NORMALIZED
1728ABL,2x2 Black Fine Fissured 1728BL,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Palmer Donavin Mfg Company (PALDO),2x2 Black Fine Fissured 1728BL,Palmer Donavin Mfg Company,Palmer Donavin Mfg Company,1728ABL,2 in x 2 Black Fine Fissured 1728BL,NORMALIZED
402-R,402R 12V12AH 8D Battery,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,MillerTech Energy Solutions (MILTE),402R 12V12AH 8D Battery,MillerTech Energy Solutions,MillerTech Energy Solutions,402-R,402R 12V12AH 8D Battery,NORMALIZED
SL1672,SL1672 Jumpstart & Pwr Supply,-- Unbranded --,-- No Unilog Brand --,Schumacher,-,SL1672 Jumpstart & Pwr Supply,Unknown Manufacturer,Unknown Brand,SL1672,SL1672 Jumpstart & Pwr Supply,NORMALIZED
BM-DW20-YLW-6,BM-DW20-YLW-6 Dewalt - Battery Mounts 6pk,-- Unbranded --,-- No Unilog Brand --,StealthMounts,Metalmark Industrial Inc (METIN),BM-DW20-YLW-6 Dewalt - Battery Mounts 6pk,Stanley Black & Decker,DEWALT®,BM-DW20-YLW-6,BM-DW20-YLW-6 Dewalt - Battery Mounts 6pk,NORMALIZED
BHA1-UPC,16-24 Adjust Hanger,-- Unbranded --,-- No Unilog Brand --,Southwire,Southwire/g Turner (6603),16-24 Adjust Hanger,Southwire/g Turner,Southwire/g Turner,BHA1-UPC,16-24 Adjust Hanger,NORMALIZED
G1941-UPC,"G1941UPC 4"" Sq Cover Sw/Outlet",-- Unbranded --,-- No Unilog Brand --,Southwire,Southwire/g Turner (6603),"G1941UPC 4"" Sq Cover Sw/Outlet",Southwire/g Turner,Southwire/g Turner,G1941-UPC,"G1941UPC 4"" Sq Cover Sw/Outlet",NORMALIZED
G1950-UPC,4x4 2G GFI Box Cover,-- Unbranded --,-- No Unilog Brand --,Southwire,Southwire/g Turner (6603),4x4 2G GFI Box Cover,Southwire/g Turner,Southwire/g Turner,G1950-UPC,4 in x 4 2G GFI Bo x Cover,NORMALIZED
A410RCAR,4x4 1G PVC Box Cover,-- Unbranded --,-- No Unilog Brand --,Carlon,Thomas & Betts (7405),4x4 1G PVC Box Cover,Thomas & Betts,Thomas & Betts,A410RCAR,4 in x 4 1G PVC Bo x Cover,NORMALIZED
G1951-UPC,4x4 2G GFCI Duplex Box Cover,-- Unbranded --,-- No Unilog Brand --,Southwire,Southwire/g Turner (6603),4x4 2G GFCI Duplex Box Cover,Southwire/g Turner,Southwire/g Turner,G1951-UPC,4 in x 4 2G GFCI Duple x Bo x Cover,NORMALIZED
52C3-5/8-UPC,4x4 1G Box Cover,-- Unbranded --,-- No Unilog Brand --,Southwire,Southwire/g Turner (6603),4x4 1G Box Cover,Southwire/g Turner,Southwire/g Turner,52C3-5/8-UPC,4 in x 4 1G Bo x Cover,NORMALIZED
52C14-5/8-UPC,4x4 1G Box Cover,-- Unbranded --,-- No Unilog Brand --,Southwire,Southwire/g Turner (6603),4x4 1G Box Cover,Southwire/g Turner,Southwire/g Turner,52C14-5/8-UPC,4 in x 4 1G Bo x Cover,NORMALIZED
52C3-UPC,4x4 1G Box Cover,-- Unbranded --,-- No Unilog Brand --,Southwire,Southwire/g Turner (6603),4x4 1G Box Cover,Southwire/g Turner,Southwire/g Turner,52C3-UPC,4 in x 4 1G Bo x Cover,NORMALIZED
54151-F-UPC,4x4x1-1/2 Oct Box w/Bracket,-- Unbranded --,-- No Unilog Brand --,Southwire,Southwire/g Turner (6603),4x4x1-1/2 Oct Box w/Bracket,Southwire/g Turner,Southwire/g Turner,54151-F-UPC,4 in x 4 in x 1-1/2 Oct Bo x w/Bracket,NORMALIZED
54151-HUR-UPC,4x4x1-1/2 Oct Box w/Hanger,-- Unbranded --,-- No Unilog Brand --,Southwire,Southwire/g Turner (6603),4x4x1-1/2 Oct Box w/Hanger,Southwire/g Turner,Southwire/g Turner,54151-HUR-UPC,4 in x 4 in x 1-1/2 Oct Bo x w/Hanger,NORMALIZED
54151-JR-UPC,4x4x1-1/2 Oct Box w/Brakcet,-- Unbranded --,-- No Unilog Brand --,Southwire,Southwire/g Turner (6603),4x4x1-1/2 Oct Box w/Brakcet,Southwire/g Turner,Southwire/g Turner,54151-JR-UPC,4 in x 4 in x 1-1/2 Oct Bo x w/Brakcet,NORMALIZED
54171-R-UPC,4x4x2 Oct Box,-- Unbranded --,-- No Unilog Brand --,Southwire,Southwire/g Turner (6603),4x4x2 Oct Box,Southwire/g Turner,Southwire/g Turner,54171-R-UPC,4 in x 4 in x 2 Oct Bo x ,NORMALIZED
52151-S-UPC,4x4x1-1/2 Square Box,-- Unbranded --,-- No Unilog Brand --,Southwire,Southwire/g Turner (6603),4x4x1-1/2 Square Box,Southwire/g Turner,Southwire/g Turner,52151-S-UPC,4 in x 4 in x 1-1/2 Square Bo x ,NORMALIZED
72171-3/4-1W-UPC,4-1/2x4-1/2x2 2G Box,-- Unbranded --,-- No Unilog Brand --,Southwire,Southwire/g Turner (6603),4-1/2x4-1/2x2 2G Box,Southwire/g Turner,Southwire/g Turner,72171-3/4-1W-UPC,4-1/2 in x 4-1/2 in x 2 2G Bo x ,NORMALIZED
5522-5EV,5522-5EV 2 Port Decor Plate,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Cooper Wiring Devices (3560),5522-5EV 2 Port Decor Plate,Cooper Wiring Devices,Cooper Wiring Devices,5522-5EV,5522-5EV 2 Port Decor Plate,NORMALIZED
AYCL-153PH-LA,AYCL-153PH-LA Lutron Dimmer LA,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Fenton Bros Electric Inc (FENBR),AYCL-153PH-LA Lutron Dimmer LA,Fenton Bros Electric Inc,Fenton Bros Electric Inc,AYCL-153PH-LA,AYCL-153PH-LA Lutron Dimmer LA,NORMALIZED
